TS,PD1,PD2,PD3,PD4,PD5,PD6,Target
1618599876551,0.98,0,0.42,0.34,0,0,1
1618599881564,0.98,0,0.44,0.33,0,0,1
1618599886574,0.97,0,0.44,0.33,0,0,1
1618599891582,0.97,0,0.44,0.33,0,0,1
1618599896585,0.97,0,0.44,0.33,0,0,1
1618599901597,0.97,0,0.45,0.35,0,0,1
1618599906601,0.96,0,0.45,0.35,0,0,1
1618599911605,0.96,0,0.46,0.3,0,0,1
1618599916612,0.96,0,0.46,0.3,0,0,1
1618599921624,0.96,0,0.46,0.33,0,0,1
1618599926631,0.95,0,0.47,0.33,0,0,1
1618599931635,0.95,0,0.47,0.33,0,0,1
1618599936638,0.95,0,0.48,0.33,0,0,1
1618599941651,0.95,0,0.48,0.33,0,0,1
1618599946655,0.94,0,0.49,0.32,0,0,1
1618599951658,0.94,0,0.49,0.32,0,0,1
1618599956672,0.93,0,0.5,0.31,0,0,1
1618599961682,0.93,0,0.5,0.31,0,0,1
1618599966691,0.93,0,0.51,0.32,0,0,1
1618599971701,0.92,0,0.51,0.32,0,0,1
1618599976708,0.92,0,0.52,0.32,0,0,1
1618599981711,0.91,0,0.52,0.32,0,0,1
1618599986721,0.91,0,0.52,0.33,0,0,1
1618599991732,0.9,0,0.52,0.33,0,0,1
1618599996741,0.9,0,0.53,0.3,0,0,1
1618600001751,0.89,0,0.53,0.3,0,0,1
1618600006771,0.89,0,0.53,0.33,0,0,1
1618600011781,0.88,0,0.54,0.33,0,0,1
1618600016791,0.88,0,0.54,0.32,0,0,1
1618600021802,0.88,0,0.55,0.32,0,0,1
1618600026812,0.88,0,0.55,0.32,0,0,1
1618600031832,0.87,0,0.55,0.33,0,0,1
1618600036847,0.87,0,0.55,0.33,0,0,1
1618600041855,0.85,0,0.56,0.33,0,0,1
1618600046858,0.85,0,0.56,0.33,0,0,1
1618600051862,0.85,0,0.56,0.35,0,0,1
1618600056865,0.85,0,0.56,0.35,0,0,1
1618600061873,0.85,0,0.56,0.35,0,0,1
1618600066880,0.84,0,0.56,0.35,0,0,1
1618600071883,0.84,0,0.56,0.36,0,0,1
1618600076891,0.83,0,0.56,0.36,0,0,1
1618600081899,0.83,0,0.57,0.37,0,0,1
1618600086903,0.83,0,0.57,0.37,0,0,1
1618600091906,0.83,0,0.57,0.38,0,0,1
1618600096911,0.82,0,0.57,0.38,0,0,1
1618600101925,0.82,0,0.57,0.39,0,0,1
1618600106932,0.81,0,0.57,0.39,0,0,1
1618600111937,0.81,0,0.57,0.39,0,0,1
1618600116941,0.81,0,0.57,0.41,0,0,1
1618600121956,0.81,0,0.57,0.41,0,0,1
1618600126972,0.79,0,0.57,0.42,0,0,1
1618600131977,0.79,0,0.57,0.42,0,0,1
1618600136993,0.79,0,0.56,0.45,0,0,1
1618600142043,0.79,0,0.56,0.45,0,0,1
1618600147050,0.79,0,0.56,0.45,0,0,1
1618600152055,0.79,0,0.56,0.45,0,0,1
1618600157058,0.79,0,0.56,0.46,0,0,1
1618600162064,0.79,0,0.56,0.46,0,0,1
1618600167068,0.79,0,0.56,0.45,0,0,1
1618600172072,0.79,0,0.56,0.45,0,0,1
1618600177076,0.79,0,0.56,0.46,0,0,1
1618600182082,0.78,0,0.56,0.46,0,0,1
1618600187091,0.78,0,0.56,0.46,0,0,1
1618600192095,0.78,0,0.56,0.46,0,0,1
1618600197098,0.78,0,0.56,0.46,0,0,1
1618600202102,0.78,0,0.55,0.47,0,0,1
1618600207105,0.78,0,0.55,0.47,0,0,1
1618600212109,0.77,0,0.55,0.47,0,0,1
1618600217112,0.77,0,0.55,0.47,0,0,1
1618600222116,0.77,0,0.54,0.51,0,0,1
1618600227119,0.78,0,0.54,0.51,0,0,1
1618600232123,0.78,0,0.54,0.49,0,0,1
1618600237126,0.77,0,0.54,0.49,0,0,1
1618600242130,0.77,0,0.54,0.5,0,0,1
1618600247133,0.77,0,0.54,0.5,0,0,1
1618600252140,0.77,0,0.54,0.5,0,0,1
1618600257143,0.78,0,0.54,0.5,0,0,1
1618600262147,0.78,0,0.54,0.5,0,0,1
1618600267155,0.78,0,0.54,0.5,0,0,1
1618600272162,0.78,0,0.54,0.5,0,0,1
1618600277165,0.79,0,0.53,0.5,0,0,1
1618600282171,0.79,0,0.53,0.5,0,0,1
1618600287181,0.79,0,0.53,0.49,0,0,1
1618600292184,0.79,0,0.53,0.49,0,0,1
1618600297187,0.79,0,0.54,0.48,0,0,1
1618600302191,0.79,0,0.54,0.48,0,0,1
1618600307198,0.79,0,0.53,0.47,0,0,1
1618600312211,0.79,0,0.53,0.47,0,0,1
1618600317221,0.79,0,0.53,0.46,0,0,1
1618600322224,0.79,0,0.53,0.46,0,0,1
1618600327232,0.79,0,0.53,0.45,0,0,1
1618600332241,0.8,0,0.53,0.45,0,0,1
1618600337252,0.8,0,0.53,0.44,0,0,1
1618600342258,0.8,0,0.53,0.44,0,0,1
1618600347271,0.8,0,0.53,0.44,0,0,1
1618600352282,0.81,0,0.54,0.44,0,0,1
1618600357294,0.81,0,0.54,0.43,0,0,1
1618600362297,0.81,0,0.54,0.43,0,0,1
1618600367309,0.81,0,0.54,0.43,0,0,1
1618600372326,0.82,0,0.55,0.42,0,0,1
1618600377341,0.82,0,0.55,0.42,0,0,1
1618600382346,0.83,0,0.55,0.39,0,0,1
1618600387367,0.83,0,0.55,0.39,0,0,1
1618600392386,0.83,0,0.55,0.38,0,0,1
1618600397397,0.83,0,0.55,0.38,0,0,1
1618600402401,0.83,0,0.56,0.36,0,0,1
1618600407404,0.84,0,0.56,0.36,0,0,1
1618600412408,0.84,0,0.56,0.36,0,0,1
1618600417422,0.85,0,0.56,0.36,0,0,1
1618600422428,0.85,0,0.57,0.36,0,0,1
1618600427432,0.85,0,0.57,0.36,0,0,1
1618600432441,0.85,0,0.57,0.36,0,0,1
1618600437451,0.85,0,0.57,0.36,0,0,1
1618600442454,0.85,0,0.57,0.36,0,0,1
1618600447462,0.85,0,0.57,0.36,0,0,1
1618600452466,0.85,0,0.57,0.36,0,0,1
1618600457471,0.85,0,0.57,0.36,0,0,1
1618600462475,0.85,0,0.57,0.36,0,0,1
1618600467479,0.85,0,0.57,0.36,0,0,1
1618600472484,0.85,0,0.57,0.36,0,0,1
1618600477487,0.85,0,0.57,0.36,0,0,1
1618600482492,0.85,0,0.57,0.36,0,0,1
1618600487495,0.85,0,0.57,0.36,0,0,1
1618600492499,0.85,0,0.57,0.36,0,0,1
1618600497503,0.85,0,0.57,0.36,0,0,1
1618600502507,0.85,0,0.57,0.36,0,0,1
1618600507512,0.85,0,0.57,0.36,0,0,1
1618600512515,0.85,0,0.57,0.36,0,0,1
1618600517519,0.85,0,0.57,0.36,0,0,1
1618600522523,0.85,0,0.57,0.36,0,0,1
1618600527527,0.85,0,0.57,0.36,0,0,1
1618600532532,0.85,0,0.57,0.36,0,0,1
1618600537535,0.85,0,0.57,0.36,0,0,1
1618600542539,0.85,0,0.57,0.36,0,0,1
1618600547542,0.85,0,0.57,0.36,0,0,1
1618600552547,0.85,0,0.57,0.36,0,0,1
1618600557550,0.85,0,0.57,0.36,0,0,1
1618600562553,0.85,0,0.57,0.36,0,0,1
1618600567557,0.85,0,0.57,0.36,0,0,1
1618600572560,0.85,0,0.57,0.36,0,0,1
1618600577563,0.85,0,0.57,0.36,0,0,1
1618600582567,0.85,0,0.57,0.36,0,0,1
1618600587571,0.85,0,0.57,0.36,0,0,1
1618600592575,0.85,0,0.57,0.36,0,0,1
1618600597578,0.85,0,0.57,0.36,0,0,1
1618600602582,0.85,0,0.57,0.36,0,0,1
1618600607586,0.85,0,0.57,0.36,0,0,1
1618600612589,0.85,0,0.57,0.36,0,0,1
1618600617592,0.85,0,0.57,0.36,0,0,1
1618600622596,0.85,0,0.57,0.36,0,0,1
1618600627599,0.85,0,0.57,0.36,0,0,1
1618600632603,0.85,0,0.57,0.36,0,0,1
1618600637606,0.85,0,0.57,0.36,0,0,1
1618600642612,0.85,0,0.57,0.36,0,0,1
1618600647615,0.85,0,0.57,0.36,0,0,1
1618600652619,0.85,0,0.57,0.36,0,0,1
1618600657623,0.85,0,0.57,0.36,0,0,1
1618600662626,0.85,0,0.57,0.36,0,0,1
1618600667631,0.85,0,0.57,0.36,0,0,1
1618600672635,0.85,0,0.57,0.36,0,0,1
1618600677638,0.85,0,0.57,0.36,0,0,1
1618600682642,0.85,0,0.57,0.36,0,0,1
1618600687647,0.85,0,0.57,0.36,0,0,1
1618600692652,0.85,0,0.57,0.36,0,0,1
1618600697656,0.85,0,0.57,0.36,0,0,1
1618600702659,0.85,0,0.57,0.36,0,0,1
1618600707663,0.85,0,0.57,0.36,0,0,1
1618600712666,0.85,0,0.57,0.36,0,0,1
1618600717669,0.85,0,0.57,0.36,0,0,1
1618600722673,0.85,0,0.57,0.36,0,0,1
1618600727676,0.85,0,0.57,0.36,0,0,1
1618600732681,0.85,0,0.57,0.36,0,0,1
1618600737684,0.85,0,0.57,0.36,0,0,1
1618600742688,0.85,0,0.57,0.36,0,0,1
1618600747692,0.85,0,0.57,0.36,0,0,1
1618600752695,0.85,0,0.57,0.36,0,0,1
1618600757699,0.85,0,0.57,0.36,0,0,1
1618600762703,0.85,0,0.57,0.36,0,0,1
1618600767706,0.85,0,0.57,0.36,0,0,1
1618600772710,0.85,0,0.57,0.36,0,0,1
1618600777714,0.85,0,0.57,0.36,0,0,1
1618600782717,0.85,0,0.57,0.36,0,0,1
1618600787721,0.85,0,0.57,0.36,0,0,1
1618600792725,0.85,0,0.57,0.36,0,0,1
1618600797728,0.85,0,0.57,0.36,0,0,1
1618600802732,0.85,0,0.57,0.36,0,0,1
1618600807738,0.85,0,0.57,0.36,0,0,1
1618600812742,0.85,0,0.57,0.36,0,0,1
1618600817746,0.85,0,0.57,0.36,0,0,1
1618600822751,0.85,0,0.57,0.36,0,0,1
1618600827754,0.85,0,0.57,0.36,0,0,1
1618600832757,0.85,0,0.57,0.36,0,0,1
1618600837762,0.85,0,0.57,0.36,0,0,1
1618600842765,0.85,0,0.57,0.36,0,0,1
1618600847768,0.85,0,0.57,0.36,0,0,1
1618600852772,0.85,0,0.57,0.36,0,0,1
1618600857776,0.85,0,0.57,0.36,0,0,1
1618600862779,0.85,0,0.57,0.36,0,0,1
1618600867782,0.85,0,0.57,0.36,0,0,1
1618600872786,0.85,0,0.57,0.36,0,0,1
1618600877790,0.85,0,0.57,0.36,0,0,1
1618600882794,0.85,0,0.57,0.36,0,0,1
1618600887797,0.85,0,0.57,0.36,0,0,1
1618600892801,0.85,0,0.57,0.36,0,0,1
1618600897804,0.85,0,0.57,0.36,0,0,1
1618600902808,0.85,0,0.57,0.36,0,0,1
1618600907813,0.85,0,0.57,0.36,0,0,1
1618600912816,0.85,0,0.57,0.36,0,0,1
1618600917822,0.85,0,0.57,0.36,0,0,1
1618600922826,0.85,0,0.57,0.36,0,0,1
1618600927829,0.85,0,0.57,0.36,0,0,1
1618600932833,0.85,0,0.57,0.36,0,0,1
1618600937836,0.85,0,0.57,0.36,0,0,1
1618600942842,0.85,0,0.57,0.36,0,0,1
1618600947847,0.85,0,0.57,0.36,0,0,1
1618600952850,0.85,0,0.57,0.36,0,0,1
1618600957853,0.85,0,0.57,0.36,0,0,1
1618600962856,0.85,0,0.57,0.36,0,0,1
1618600967859,0.85,0,0.57,0.36,0,0,1
1618600972862,0.85,0,0.57,0.36,0,0,1
1618600977865,0.85,0,0.57,0.36,0,0,1
1618600982869,0.85,0,0.57,0.36,0,0,1
1618600987872,0.85,0,0.57,0.36,0,0,1
1618600992875,0.85,0,0.57,0.36,0,0,1
1618600997878,0.85,0,0.57,0.36,0,0,1
1618601002882,0.85,0,0.57,0.36,0,0,1
1618601007885,0.85,0,0.57,0.36,0,0,1
1618601012888,0.85,0,0.57,0.36,0,0,1
1618601017892,0.85,0,0.57,0.36,0,0,1
1618601022895,0.85,0,0.57,0.36,0,0,1
1618601027898,0.85,0,0.57,0.36,0,0,1
1618601032902,0.85,0,0.57,0.36,0,0,1
1618601037905,0.85,0,0.57,0.36,0,0,1
1618601042908,0.85,0,0.57,0.36,0,0,1
1618601047913,0.85,0,0.57,0.36,0,0,1
1618601052916,0.85,0,0.57,0.36,0,0,1
1618601057919,0.85,0,0.57,0.36,0,0,1
1618601062923,0.85,0,0.57,0.36,0,0,1
1618601067932,0.85,0,0.57,0.36,0,0,1
1618601072936,0.85,0,0.57,0.36,0,0,1
1618601077939,0.85,0,0.57,0.36,0,0,1
1618601082943,0.85,0,0.57,0.36,0,0,1
1618601087946,0.85,0,0.57,0.36,0,0,1
1618601092949,0.85,0,0.57,0.36,0,0,1
1618601097953,0.85,0,0.57,0.36,0,0,1
1618601102956,0.85,0,0.57,0.36,0,0,1
1618601107959,0.85,0,0.57,0.36,0,0,1
1618601112962,0.85,0,0.57,0.36,0,0,1
1618601117966,0.85,0,0.57,0.36,0,0,1
1618601122971,0.85,0,0.57,0.36,0,0,1
1618601127974,0.85,0,0.57,0.36,0,0,1
1618601132977,0.85,0,0.57,0.36,0,0,1
1618601137979,0.85,0,0.57,0.36,0,0,1
1618601142992,0.85,0,0.57,0.36,0,0,1
1618601147995,0.85,0,0.57,0.36,0,0,1
1618601152998,0.85,0,0.57,0.36,0,0,1
1618601158001,0.85,0,0.57,0.36,0,0,1
1618601163004,0.85,0,0.57,0.36,0,0,1
1618601168007,0.85,0,0.57,0.36,0,0,1
1618601173031,0.85,0,0.57,0.36,0,0,1
1618601178037,0.85,0,0.57,0.36,0,0,1
1618601183042,0.85,0,0.57,0.36,0,0,1
1618601188045,0.85,0,0.57,0.36,0,0,1
1618601193048,0.85,0,0.57,0.36,0,0,1
1618601198052,0.85,0,0.57,0.36,0,0,1
1618601203055,0.85,0,0.57,0.36,0,0,1
1618601208059,0.85,0,0.57,0.36,0,0,1
1618601213062,0.85,0,0.57,0.36,0,0,1
1618601218065,0.85,0,0.57,0.36,0,0,1
1618601223068,0.85,0,0.57,0.36,0,0,1
1618601228072,0.85,0,0.57,0.36,0,0,1
1618601233076,0.85,0,0.57,0.36,0,0,1
1618601238079,0.85,0,0.57,0.36,0,0,1
1618601243083,0.85,0,0.57,0.36,0,0,1
1618601248086,0.85,0,0.57,0.36,0,0,1
1618601253089,0.85,0,0.57,0.36,0,0,1
1618601258093,0.85,0,0.57,0.36,0,0,1
1618601263096,0.85,0,0.57,0.36,0,0,1
1618601268102,0.85,0,0.57,0.36,0,0,1
1618601273111,0.85,0,0.57,0.36,0,0,1
1618601278114,0.85,0,0.57,0.36,0,0,1
1618601283119,0.85,0,0.57,0.36,0,0,1
1618601288123,0.85,0,0.57,0.36,0,0,1
1618601293126,0.85,0,0.57,0.36,0,0,1
1618601298129,0.85,0,0.57,0.36,0,0,1
1618601303132,0.85,0,0.57,0.36,0,0,1
1618601308136,0.85,0,0.57,0.36,0,0,1
1618601313140,0.85,0,0.57,0.36,0,0,1
1618601318143,0.85,0,0.57,0.36,0,0,1
1618601323146,0.85,0,0.57,0.36,0,0,1
1618601328149,0.85,0,0.57,0.36,0,0,1
1618601333152,0.85,0,0.57,0.36,0,0,1
1618601338155,0.85,0,0.57,0.36,0,0,1
1618601343158,0.85,0,0.57,0.36,0,0,1
1618601348163,0.85,0,0.57,0.36,0,0,1
1618601353167,0.85,0,0.57,0.36,0,0,1
1618601358169,0.85,0,0.57,0.36,0,0,1
1618601363173,0.85,0,0.57,0.36,0,0,1
1618601368176,0.85,0,0.57,0.36,0,0,1
1618601373181,0.85,0,0.57,0.36,0,0,1
1618601378184,0.85,0,0.57,0.36,0,0,1
1618601383187,0.85,0,0.57,0.36,0,0,1
1618601388190,0.85,0,0.57,0.36,0,0,1
1618601393193,0.85,0,0.57,0.36,0,0,1
1618601398196,0.85,0,0.57,0.36,0,0,1
1618601403199,0.85,0,0.57,0.36,0,0,1
1618601408202,0.85,0,0.57,0.36,0,0,1
1618601413205,0.85,0,0.57,0.36,0,0,1
1618601418207,0.85,0,0.57,0.36,0,0,1
1618601423215,0.85,0,0.57,0.36,0,0,1
1618601428218,0.85,0,0.57,0.36,0,0,1
1618601433221,0.85,0,0.57,0.36,0,0,1
1618601438224,0.85,0,0.57,0.36,0,0,1
1618601443227,0.85,0,0.57,0.36,0,0,1
1618601448230,0.85,0,0.57,0.36,0,0,1
1618601453233,0.85,0,0.57,0.36,0,0,1
1618601458236,0.85,0,0.57,0.36,0,0,1
1618601463239,0.85,0,0.57,0.36,0,0,1
1618601468242,0.85,0,0.57,0.36,0,0,1
1618601473245,0.85,0,0.57,0.36,0,0,1
1618601478248,0.85,0,0.57,0.36,0,0,1
1618601483252,0.85,0,0.57,0.36,0,0,1
1618601488255,0.85,0,0.57,0.36,0,0,1
1618601493258,0.85,0,0.57,0.36,0,0,1
1618601498262,0.85,0,0.57,0.36,0,0,1
1618601503265,0.85,0,0.57,0.36,0,0,1
1618601508268,0.85,0,0.57,0.36,0,0,1
1618601513272,0.85,0,0.57,0.36,0,0,1
1618601518275,0.85,0,0.57,0.36,0,0,1
1618601523277,0.85,0,0.57,0.36,0,0,1
1618601528281,0.85,0,0.57,0.36,0,0,1
1618601533284,0.85,0,0.57,0.36,0,0,1
1618601538287,0.85,0,0.57,0.36,0,0,1
1618601543291,0.85,0,0.57,0.36,0,0,1
1618601548294,0.85,0,0.57,0.36,0,0,1
1618601553297,0.85,0,0.57,0.36,0,0,1
1618601558302,0.85,0,0.57,0.36,0,0,1
1618601563305,0.85,0,0.57,0.36,0,0,1
1618601568308,0.85,0,0.57,0.36,0,0,1
1618601573312,0.85,0,0.57,0.36,0,0,1
1618601578315,0.85,0,0.57,0.36,0,0,1
1618601583319,0.85,0,0.57,0.36,0,0,1
1618601588323,0.85,0,0.57,0.36,0,0,1
1618601593328,0.85,0,0.57,0.36,0,0,1
1618601598331,0.85,0,0.57,0.36,0,0,1
1618601603336,0.85,0,0.57,0.36,0,0,1
1618601608341,0.85,0,0.57,0.36,0,0,1
1618601613344,0.85,0,0.57,0.36,0,0,1
1618601618347,0.85,0,0.57,0.36,0,0,1
1618601623352,0.85,0,0.57,0.36,0,0,1
1618601628354,0.85,0,0.57,0.36,0,0,1
1618601633357,0.85,0,0.57,0.36,0,0,1
1618601638362,0.85,0,0.57,0.36,0,0,1
1618601643365,0.85,0,0.57,0.36,0,0,1
1618601648368,0.85,0,0.57,0.36,0,0,1
1618601653373,0.85,0,0.57,0.36,0,0,1
1618601658376,0.85,0,0.57,0.36,0,0,1
1618601663379,0.85,0,0.57,0.36,0,0,1
1618601668383,0.85,0,0.57,0.36,0,0,1
1618601673386,0.85,0,0.57,0.36,0,0,1
1618601678388,0.85,0,0.57,0.36,0,0,1
1618601683398,0.85,0,0.57,0.36,0,0,1
1618601688402,0.85,0,0.57,0.36,0,0,1
1618601693405,0.85,0,0.57,0.36,0,0,1
1618601698410,0.85,0,0.57,0.36,0,0,1
1618601703413,0.85,0,0.57,0.36,0,0,1
1618601708416,0.85,0,0.57,0.36,0,0,1
1618601713419,0.85,0,0.57,0.36,0,0,1
1618601718422,0.85,0,0.57,0.36,0,0,1
1618601723426,0.85,0,0.57,0.36,0,0,1
1618601728430,0.85,0,0.57,0.36,0,0,1
1618601733434,0.85,0,0.57,0.36,0,0,1
1618601738437,0.85,0,0.57,0.36,0,0,1
1618601743442,0.85,0,0.57,0.36,0,0,1
1618601748445,0.85,0,0.57,0.36,0,0,1
1618601753448,0.85,0,0.57,0.36,0,0,1
1618601758452,0.85,0,0.57,0.36,0,0,1
1618601763455,0.85,0,0.57,0.36,0,0,1
1618601768458,0.85,0,0.57,0.36,0,0,1
1618601773462,0.85,0,0.57,0.36,0,0,1
1618601778465,0.85,0,0.57,0.36,0,0,1
1618601783468,0.85,0,0.57,0.36,0,0,1
1618601788483,0.85,0,0.57,0.36,0,0,1
1618601793486,0.85,0,0.57,0.36,0,0,1
1618601798489,0.85,0,0.57,0.36,0,0,1
1618601803493,0.85,0,0.57,0.36,0,0,1
1618601808496,0.85,0,0.57,0.36,0,0,1
1618601813499,0.85,0,0.57,0.36,0,0,1
1618601818504,0.85,0,0.57,0.36,0,0,1
1618601823507,0.85,0,0.57,0.36,0,0,1
1618601828510,0.85,0,0.57,0.36,0,0,1
1618601833513,0.85,0,0.57,0.36,0,0,1
1618601838516,0.85,0,0.57,0.36,0,0,1
1618601843519,0.85,0,0.57,0.36,0,0,1
1618601848523,0.85,0,0.57,0.36,0,0,1
1618601853526,0.85,0,0.57,0.36,0,0,1
1618601858529,0.85,0,0.57,0.36,0,0,1
1618601863532,0.85,0,0.57,0.36,0,0,1
1618601868535,0.85,0,0.57,0.36,0,0,1
1618601873538,0.85,0,0.57,0.36,0,0,1
1618601878543,0.85,0,0.57,0.36,0,0,1
1618601883546,0.85,0,0.57,0.36,0,0,1
1618601888548,0.85,0,0.57,0.36,0,0,1
1618601893562,0.85,0,0.57,0.36,0,0,1
1618601898565,0.85,0,0.57,0.36,0,0,1
1618601903568,0.85,0,0.57,0.36,0,0,1
1618601908572,0.85,0,0.57,0.36,0,0,1
1618601913574,0.85,0,0.57,0.36,0,0,1
1618601918577,0.85,0,0.57,0.36,0,0,1
1618601923580,0.85,0,0.57,0.36,0,0,1
1618601928583,0.85,0,0.57,0.36,0,0,1
1618601933585,0.85,0,0.57,0.36,0,0,1
1618601938588,0.85,0,0.57,0.36,0,0,1
1618601943591,0.85,0,0.57,0.36,0,0,1
1618601948594,0.85,0,0.57,0.36,0,0,1
1618601953596,0.85,0,0.57,0.36,0,0,1
1618601958599,0.85,0,0.57,0.36,0,0,1
1618601963602,0.85,0,0.57,0.36,0,0,1
1618601968605,0.85,0,0.57,0.36,0,0,1
1618601973612,0.85,0,0.57,0.36,0,0,1
1618601978615,0.85,0,0.57,0.36,0,0,1
1618601983619,0.85,0,0.57,0.36,0,0,1
1618601988622,0.85,0,0.57,0.36,0,0,1
1618601993625,0.85,0,0.57,0.36,0,0,1
1618601998628,0.85,0,0.57,0.36,0,0,1
1618602003632,0.85,0,0.57,0.36,0,0,1
1618602008635,0.85,0,0.57,0.36,0,0,1
1618602013638,0.85,0,0.57,0.36,0,0,1
1618602018642,0.85,0,0.57,0.36,0,0,1
1618602023644,0.85,0,0.57,0.36,0,0,1
1618602028647,0.85,0,0.57,0.36,0,0,1
1618602033650,0.85,0,0.57,0.36,0,0,1
1618602038653,0.85,0,0.57,0.36,0,0,1
1618602043656,0.85,0,0.57,0.36,0,0,1
1618602048658,0.85,0,0.57,0.36,0,0,1
1618602053663,0.85,0,0.57,0.36,0,0,1
1618602058665,0.85,0,0.57,0.36,0,0,1
1618602063668,0.85,0,0.57,0.36,0,0,1
1618602068671,0.85,0,0.57,0.36,0,0,1
1618602073674,0.85,0,0.57,0.36,0,0,1
1618602078676,0.85,0,0.57,0.36,0,0,1
1618602083679,0.85,0,0.57,0.36,0,0,1
1618602088682,0.85,0,0.57,0.36,0,0,1
1618602093685,0.85,0,0.57,0.36,0,0,1
1618602098688,0.85,0,0.57,0.36,0,0,1
1618602103691,0.85,0,0.57,0.36,0,0,1
1618602108695,0.85,0,0.57,0.36,0,0,1
1618602113698,0.85,0,0.57,0.36,0,0,1
1618602118702,0.85,0,0.57,0.36,0,0,1
1618602123705,0.85,0,0.57,0.36,0,0,1
1618602128707,0.85,0,0.57,0.36,0,0,1
1618602133710,0.85,0,0.57,0.36,0,0,1
1618602138713,0.85,0,0.57,0.36,0,0,1
1618602143716,0.85,0,0.57,0.36,0,0,1
1618602148719,0.85,0,0.57,0.36,0,0,1
1618602153722,0.85,0,0.57,0.36,0,0,1
1618602158725,0.85,0,0.57,0.36,0,0,1
1618602163728,0.85,0,0.57,0.36,0,0,1
1618602168732,0.85,0,0.57,0.36,0,0,1
1618602173735,0.85,0,0.57,0.36,0,0,1
1618602178738,0.85,0,0.57,0.36,0,0,1
1618602183742,0.85,0,0.57,0.36,0,0,1
1618602188744,0.85,0,0.57,0.36,0,0,1
1618602193747,0.85,0,0.57,0.36,0,0,1
1618602198750,0.85,0,0.57,0.36,0,0,1
1618602203753,0.85,0,0.57,0.36,0,0,1
1618602208756,0.85,0,0.57,0.36,0,0,1
1618602213759,0.85,0,0.57,0.36,0,0,1
1618602218762,0.85,0,0.57,0.36,0,0,1
1618602223765,0.85,0,0.57,0.36,0,0,1
1618602228768,0.85,0,0.57,0.36,0,0,1
1618602233772,0.85,0,0.57,0.36,0,0,1
1618602238775,0.85,0,0.57,0.36,0,0,1
1618602243781,0.85,0,0.57,0.36,0,0,1
1618602248784,0.85,0,0.57,0.36,0,0,1
1618602253787,0.85,0,0.57,0.36,0,0,1
1618602258790,0.85,0,0.57,0.36,0,0,1
1618602263793,0.85,0,0.57,0.36,0,0,1
1618602268796,0.85,0,0.57,0.36,0,0,1
1618602273798,0.85,0,0.57,0.36,0,0,1
1618602278803,0.85,0,0.57,0.36,0,0,1
1618602283806,0.85,0,0.57,0.36,0,0,1
1618602288809,0.85,0,0.57,0.36,0,0,1
1618602293812,0.85,0,0.57,0.36,0,0,1
1618602298815,0.85,0,0.57,0.36,0,0,1
1618602303818,0.85,0,0.57,0.36,0,0,1
1618602308822,0.85,0,0.57,0.36,0,0,1
1618602313824,0.85,0,0.57,0.36,0,0,1
1618602318827,0.85,0,0.57,0.36,0,0,1
1618602323832,0.85,0,0.57,0.36,0,0,1
1618602328835,0.85,0,0.57,0.36,0,0,1
1618602333837,0.85,0,0.57,0.36,0,0,1
1618602338841,0.85,0,0.57,0.36,0,0,1
1618602343844,0.85,0,0.57,0.36,0,0,1
1618602348850,0.85,0,0.57,0.36,0,0,1
1618602353854,0.85,0,0.57,0.36,0,0,1
1618602358857,0.85,0,0.57,0.36,0,0,1
1618602363860,0.85,0,0.57,0.36,0,0,1
1618602368863,0.85,0,0.57,0.36,0,0,1
1618602373866,0.85,0,0.57,0.36,0,0,1
1618602378869,0.85,0,0.57,0.36,0,0,1
1618602383872,0.85,0,0.57,0.36,0,0,1
1618602388874,0.85,0,0.57,0.36,0,0,1
1618602393877,0.85,0,0.57,0.36,0,0,1
1618602398881,0.85,0,0.57,0.36,0,0,1
1618602403891,0.85,0,0.57,0.36,0,0,1
1618602408894,0.85,0,0.57,0.36,0,0,1
1618602413897,0.85,0,0.57,0.36,0,0,1
1618602418900,0.85,0,0.57,0.36,0,0,1
1618602423903,0.85,0,0.57,0.36,0,0,1
1618602428906,0.85,0,0.57,0.36,0,0,1
1618602433909,0.85,0,0.57,0.36,0,0,1
1618602438913,0.85,0,0.57,0.36,0,0,1
1618602443916,0.85,0,0.57,0.36,0,0,1
1618602448919,0.85,0,0.57,0.36,0,0,1
1618602453922,0.85,0,0.57,0.36,0,0,1
1618602458925,0.85,0,0.57,0.36,0,0,1
1618602463928,0.85,0,0.57,0.36,0,0,1
1618602468932,0.85,0,0.57,0.36,0,0,1
1618602473935,0.85,0,0.57,0.36,0,0,1
1618602478938,0.85,0,0.57,0.36,0,0,1
1618602483942,0.85,0,0.57,0.36,0,0,1
1618602488945,0.85,0,0.57,0.36,0,0,1
1618602493948,0.85,0,0.57,0.36,0,0,1
1618602498952,0.85,0,0.57,0.36,0,0,1
1618602503955,0.85,0,0.57,0.36,0,0,1
1618602508958,0.85,0,0.57,0.36,0,0,1
1618602513963,0.85,0,0.57,0.36,0,0,1
1618602518966,0.85,0,0.57,0.36,0,0,1
1618602523971,0.85,0,0.57,0.36,0,0,1
1618602528974,0.85,0,0.57,0.36,0,0,1
1618602533977,0.85,0,0.57,0.36,0,0,1
1618602538979,0.85,0,0.57,0.36,0,0,1
1618602543982,0.85,0,0.57,0.36,0,0,1
1618602548985,0.85,0,0.57,0.36,0,0,1
1618602553987,0.85,0,0.57,0.36,0,0,1
1618602558992,0.85,0,0.57,0.36,0,0,1
