TIMESTAMP,w,x,y,z,x_euler,y_euler,z_euler,STAR_TRACKER_STATE,HD_CAMERA_STATE,OPTICAL_RX_STATE
2020-11-15 02:22:35,0.511689,0.254291,0.593518,0.566786,-68.06454921045474,63.59215099794543,141.2831141144524,1,1,1
2020-11-15 02:22:45,0.517558,0.271407,0.589175,0.557983,-67.18313077991013,65.88752130296469,140.87919466899714,1,1,1
2020-11-15 02:22:55,0.521153,0.290318,0.586853,0.547466,-67.23856652535737,68.36608943499989,141.42577864612716,1,1,1
2020-11-15 02:23:05,0.495547,0.315045,0.606898,0.535588,-79.13563383962203,69.87791755186699,154.44230585413058,1,1,1
2020-11-15 02:23:15,0.515528,0.329623,0.587275,0.5298,-71.78901817304416,72.70399945775141,147.64814841146375,1,1,1
2020-11-15 02:23:25,0.527871,0.343735,0.573857,0.523341,-66.15813005608808,74.93397746286962,142.56465298626776,1,1,1
2020-11-15 02:23:45,0.536657,0.367589,0.564474,0.50818,-62.6953659909591,78.36731686667824,139.6883450765504,1,1,1
2020-11-15 02:23:55,0.517898,0.378883,0.575757,0.506689,-75.35837470687387,78.61357360614662,153.35506140553696,1,1,1
2020-11-15 02:24:05,0.531347,0.390277,0.56252,0.498924,-66.90169425537705,80.83151949199132,145.11679666982135,1,1,1
2020-11-15 02:24:15,0.51548,0.39873,0.568887,0.50166,-77.71921495886625,80.59332000412473,157.12742025555568,1,1,1
