TIMESTAMP,PD3,PD6,STAR_TRACKER_STATE,HD_CAMERA_STATE,OPTICAL_RX_STATE
2020-11-24 05:55:34,0.033427,0.427729,1,1,1
2020-11-24 05:55:39,0.033427,0.410375,1,1,1
2020-11-24 05:55:44,0.0308549,0.390292,1,1,1
2020-11-24 05:55:49,0.0308549,0.387437,1,1,1
2020-11-24 05:55:54,0.0308549,0.381737,1,1,1
2020-11-24 05:55:59,0.0308549,0.384585,1,1,1
2020-11-24 05:56:09,0.0282829,0.37321,1,1,1
2020-11-24 05:56:14,0.0257112,0.359062,1,1,1
2020-11-24 05:56:19,0.0257112,0.339379,1,1,1
2020-11-24 05:56:24,0.0205681,0.305947,1,1,1
2020-11-24 05:56:29,0.0231396,0.281105,1,1,1
2020-11-24 05:56:39,0.0205681,0.221089,1,1,1
2020-11-24 05:56:44,0.0231396,0.199476,1,1,1
2020-11-24 05:56:49,0.0205681,0.191396,1,1,1
2020-11-24 05:56:54,0.0205681,0.17259,1,1,1
2020-11-24 05:56:59,0.0205681,0.161873,1,1,1
2020-11-24 05:57:04,0.0205681,0.151173,1,1,1
2020-11-24 05:57:19,0.0205681,0.127162,1,1,1
2020-11-24 05:57:34,0.0205681,0.100568,1,1,1
2020-11-24 05:57:44,0.0205681,0.0952587,1,1,1
2020-11-24 05:57:54,0.0231396,0.0899518,1,1,1
2020-11-24 05:57:59,0.0231396,0.0872993,1,1,1
2020-11-24 05:58:04,0.0205681,0.0846475,1,1,1
2020-11-24 05:58:09,0.0257112,0.0793455,1,1,1
2020-11-24 05:58:19,0.0282829,0.0740458,1,1,1
2020-11-24 05:58:34,0.0308549,0.0687481,1,1,1
2020-11-24 05:58:44,0.033427,0.0687481,1,1,1
2020-11-24 05:58:54,0.0359994,0.0661,1,1,1
2020-11-24 05:59:04,0.0359994,0.0687481,1,1,1
2020-11-24 05:59:09,0.038572,0.0687481,1,1,1
2020-11-24 05:59:39,0.0437181,0.0793455,1,1,1
2020-11-24 05:59:44,0.0462915,0.0793455,1,1,1
2020-11-24 05:59:54,0.0462915,0.0766954,1,1,1
2020-11-24 05:59:59,0.0488653,0.0766954,1,1,1
2020-11-24 06:00:04,0.0488653,0.0793455,1,1,1
2020-11-24 06:00:09,0.0488653,0.0819962,1,1,1
2020-11-24 06:00:39,0.0514393,0.0793455,1,1,1
2020-11-24 06:00:49,0.0540137,0.0819962,1,1,1
2020-11-24 06:01:09,0.0540137,0.0846475,1,1,1
2020-11-24 06:01:14,0.0565885,0.0872993,1,1,1
2020-11-24 06:01:19,0.0565885,0.0899518,1,1,1
2020-11-24 06:01:29,0.0591636,0.0926049,1,1,1
2020-11-24 06:01:34,0.0591636,0.0979132,1,1,1
2020-11-24 06:01:39,0.0617392,0.100568,1,1,1
2020-11-24 06:01:44,0.0617392,0.103224,1,1,1
2020-11-24 06:01:49,0.0643151,0.105881,1,1,1
2020-11-24 06:01:54,0.0668915,0.111196,1,1,1
2020-11-24 06:02:04,0.0694683,0.119175,1,1,1
2020-11-24 06:02:09,0.0720456,0.121837,1,1,1
2020-11-24 06:02:14,0.0746234,0.127162,1,1,1
2020-11-24 06:02:24,0.0746234,0.135157,1,1,1
